year,substance,mentioned,deaths
2017,20 New psychoactive substance,Without alcohol,49
2017,20 New psychoactive substance,Without other drugs,31
2017,21 Any benzodiazepine,On the death certificate,391
2017,21 Any benzodiazepine,With alcohol,111
2017,21 Any benzodiazepine,Without alcohol,280
2017,21 Any benzodiazepine,Without other drugs,22
2017,22 Diazepam,On the death certificate,226
2017,22 Diazepam,With alcohol,67
2017,22 Diazepam,Without alcohol,159
2017,22 Diazepam,Without other drugs,7
2017,23 Temazepam,On the death certificate,23
2017,23 Temazepam,With alcohol,8
2017,23 Temazepam,Without alcohol,15
2017,23 Temazepam,Without other drugs,5
2017,24 Zopiclone/Zolpidem,On the death certificate,126
2017,24 Zopiclone/Zolpidem,With alcohol,26
2017,24 Zopiclone/Zolpidem,Without alcohol,100
2017,24 Zopiclone/Zolpidem,Without other drugs,20
2017,25 Pregabalin,On the death certificate,136
2017,25 Pregabalin,With alcohol,25
2017,25 Pregabalin,Without alcohol,111
2017,25 Pregabalin,Without other drugs,6
2017,26 Gabapentin,On the death certificate,60
2017,26 Gabapentin,With alcohol,14
2017,26 Gabapentin,Without alcohol,46
2017,26 Gabapentin,Without other drugs,1
2017,27 Barbiturates,On the death certificate,39
2017,27 Barbiturates,With alcohol,2
2017,27 Barbiturates,Without alcohol,37
2017,27 Barbiturates,Without other drugs,31
2017,28 Any antipsychotics,On the death certificate,120
2017,28 Any antipsychotics,With alcohol,32
2017,28 Any antipsychotics,Without alcohol,88
2017,28 Any antipsychotics,Without other drugs,38
2017,29 Quetiapine,On the death certificate,52
2017,29 Quetiapine,With alcohol,10
2017,29 Quetiapine,Without alcohol,42
2017,29 Quetiapine,Without other drugs,13
2017,30 Clozapine,On the death certificate,14
2017,30 Clozapine,With alcohol,4
2017,30 Clozapine,Without alcohol,10
2017,30 Clozapine,Without other drugs,8
2017,31 Any antidepressant,On the death certificate,484
2017,31 Any antidepressant,With alcohol,133
2017,31 Any antidepressant,Without alcohol,351
2017,31 Any antidepressant,Without other drugs,161
2017,32 Any tricyclic antidepressants,On the death certificate,216
2017,32 Any tricyclic antidepressants,With alcohol,45
2017,32 Any tricyclic antidepressants,Without alcohol,171
2017,32 Any tricyclic antidepressants,Without other drugs,65
2017,33 Amitriptyline,On the death certificate,177
2017,33 Amitriptyline,With alcohol,40
2017,33 Amitriptyline,Without alcohol,137
2017,33 Amitriptyline,Without other drugs,49
2017,34 Dothiepin,On the death certificate,19
2017,34 Dothiepin,With alcohol,1
2017,34 Dothiepin,Without alcohol,18
2017,34 Dothiepin,Without other drugs,8
2017,36 Any SSRI,On the death certificate,154
2017,36 Any SSRI,With alcohol,56
2017,36 Any SSRI,Without alcohol,98
2017,36 Any SSRI,Without other drugs,48
2017,37 Citalopram,On the death certificate,54
2017,37 Citalopram,With alcohol,23
2017,37 Citalopram,Without alcohol,31
2017,37 Citalopram,Without other drugs,16
2017,38 Any other antidepressants,On the death certificate,147
2017,38 Any other antidepressants,With alcohol,39
2017,38 Any other antidepressants,Without alcohol,108
2017,38 Any other antidepressants,Without other drugs,47
2017,39 Mirtazapine,On the death certificate,77
2017,39 Mirtazapine,With alcohol,26
2017,39 Mirtazapine,Without alcohol,51
2017,39 Mirtazapine,Without other drugs,14
2017,40 Venlafaxine,On the death certificate,63
2017,40 Venlafaxine,With alcohol,12
2017,40 Venlafaxine,Without alcohol,51
2017,40 Venlafaxine,Without other drugs,32
2017,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,218
2017,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,59
2017,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,159
2017,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,104
2017,42 Paracetamol,On the death certificate,216
2017,42 Paracetamol,With alcohol,59
2017,42 Paracetamol,Without alcohol,157
2017,42 Paracetamol,Without other drugs,102
2017,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,5
2017,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,2
2017,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,3
2017,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,2
2017,44 Paracetamol and codeine compound formulation,On the death certificate,75
2017,44 Paracetamol and codeine compound formulation,With alcohol,17
2017,44 Paracetamol and codeine compound formulation,Without alcohol,58
2017,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,6
2017,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,2
2017,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,4
2017,46 Paracetamol not from compound formulation,On the death certificate,130
2017,46 Paracetamol not from compound formulation,With alcohol,39
2017,46 Paracetamol not from compound formulation,Without alcohol,91
2017,46 Paracetamol not from compound formulation,Without other drugs,102
2016,01 All drug poisonings,On the death certificate,3744
2016,01 All drug poisonings,With alcohol,849
2016,01 All drug poisonings,Without alcohol,2895
2016,01 All drug poisonings,Without other drugs,2077
2016,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,2039
2016,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,528
2016,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,1511
2016,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,1020
2016,03 Heroin and Morphine,On the death certificate,1209
2016,03 Heroin and Morphine,With alcohol,326
2016,03 Heroin and Morphine,Without alcohol,883
2016,03 Heroin and Morphine,Without other drugs,588
2016,04 Methadone,On the death certificate,413
2016,04 Methadone,With alcohol,109
2016,04 Methadone,Without alcohol,304
2016,04 Methadone,Without other drugs,120
2016,05 Tramadol,On the death certificate,184
2016,05 Tramadol,With alcohol,29
2016,05 Tramadol,Without alcohol,155
2016,05 Tramadol,Without other drugs,69
2016,06 Codeine not from compound formulation,On the death certificate,131
2016,06 Codeine not from compound formulation,With alcohol,40
2016,06 Codeine not from compound formulation,Without alcohol,91
2016,06 Codeine not from compound formulation,Without other drugs,32
2016,07 Dihydrocodeine not from compound formulation,On the death certificate,100
2016,07 Dihydrocodeine not from compound formulation,With alcohol,16
2016,07 Dihydrocodeine not from compound formulation,Without alcohol,84
2016,07 Dihydrocodeine not from compound formulation,Without other drugs,30
2016,08 Oxycodone,On the death certificate,75
2016,08 Oxycodone,With alcohol,18
2016,08 Oxycodone,Without alcohol,57
2016,08 Oxycodone,Without other drugs,32
2016,09 Fentanyl,On the death certificate,58
2016,09 Fentanyl,With alcohol,6
2016,09 Fentanyl,Without alcohol,52
2016,09 Fentanyl,Without other drugs,23
2016,10 Fentanyl analogues,On the death certificate,1
2016,10 Fentanyl analogues,Without alcohol,1
2016,10 Fentanyl analogues,Without other drugs,1
2016,11 Buprenorphine,On the death certificate,31
2016,11 Buprenorphine,With alcohol,11
2016,11 Buprenorphine,Without alcohol,20
2016,11 Buprenorphine,Without other drugs,9
2016,12 Other specified opiate,On the death certificate,8
2016,12 Other specified opiate,With alcohol,2
2016,12 Other specified opiate,Without alcohol,6
2016,12 Other specified opiate,Without other drugs,2
2016,13 Unspecified opiate,On the death certificate,185
2016,13 Unspecified opiate,With alcohol,53
2016,13 Unspecified opiate,Without alcohol,132
2016,13 Unspecified opiate,Without other drugs,114
2016,14 Cocaine,On the death certificate,371
2016,14 Cocaine,With alcohol,98
2016,14 Cocaine,Without alcohol,273
2016,14 Cocaine,Without other drugs,108
2016,15 Any amphetamine,On the death certificate,161
2016,15 Any amphetamine,With alcohol,19
2016,15 Any amphetamine,Without alcohol,142
2016,15 Any amphetamine,Without other drugs,81
2016,16 Amphetamine,On the death certificate,96
2016,16 Amphetamine,With alcohol,7
2016,16 Amphetamine,Without alcohol,89
2016,16 Amphetamine,Without other drugs,44
2016,17 Ecstasy/MDMA,On the death certificate,63
2016,17 Ecstasy/MDMA,With alcohol,11
2016,17 Ecstasy/MDMA,Without alcohol,52
2016,17 Ecstasy/MDMA,Without other drugs,32
2016,18 PMA/PMMA,On the death certificate,3
2016,18 PMA/PMMA,Without alcohol,3
2016,18 PMA/PMMA,Without other drugs,2
2016,19 Cannabis,On the death certificate,24
2016,19 Cannabis,With alcohol,8
2016,19 Cannabis,Without alcohol,16
2016,19 Cannabis,Without other drugs,3
2016,20 New psychoactive substance,On the death certificate,123
2016,20 New psychoactive substance,With alcohol,30
2016,20 New psychoactive substance,Without alcohol,93
2016,20 New psychoactive substance,Without other drugs,52
2016,21 Any benzodiazepine,On the death certificate,406
2016,21 Any benzodiazepine,With alcohol,145
2016,21 Any benzodiazepine,Without alcohol,261
2016,21 Any benzodiazepine,Without other drugs,17
2016,22 Diazepam,On the death certificate,285
2016,22 Diazepam,With alcohol,96
2016,22 Diazepam,Without alcohol,189
2016,22 Diazepam,Without other drugs,7
2016,23 Temazepam,On the death certificate,21
2016,23 Temazepam,With alcohol,7
2016,23 Temazepam,Without alcohol,14
2016,23 Temazepam,Without other drugs,3
2016,24 Zopiclone/Zolpidem,On the death certificate,94
2016,24 Zopiclone/Zolpidem,With alcohol,34
2016,24 Zopiclone/Zolpidem,Without alcohol,60
2016,24 Zopiclone/Zolpidem,Without other drugs,16
2016,25 Pregabalin,On the death certificate,111
2016,25 Pregabalin,With alcohol,27
2016,25 Pregabalin,Without alcohol,84
2016,25 Pregabalin,Without other drugs,1
2016,26 Gabapentin,On the death certificate,59
2016,26 Gabapentin,With alcohol,15
2016,26 Gabapentin,Without alcohol,44
2016,26 Gabapentin,Without other drugs,2
2016,27 Barbiturates,On the death certificate,44
2016,27 Barbiturates,With alcohol,2
2016,27 Barbiturates,Without alcohol,42
2016,27 Barbiturates,Without other drugs,42
2016,28 Any antipsychotics,On the death certificate,114
2016,28 Any antipsychotics,With alcohol,28
2016,28 Any antipsychotics,Without alcohol,86
2016,28 Any antipsychotics,Without other drugs,43
2016,29 Quetiapine,On the death certificate,44
2016,29 Quetiapine,With alcohol,12
2016,29 Quetiapine,Without alcohol,32
2016,29 Quetiapine,Without other drugs,12
2016,30 Clozapine,On the death certificate,26
2016,30 Clozapine,With alcohol,4
2016,30 Clozapine,Without alcohol,22
2016,30 Clozapine,Without other drugs,17
2016,31 Any antidepressant,On the death certificate,460
2016,31 Any antidepressant,With alcohol,116
2016,31 Any antidepressant,Without alcohol,344
2016,31 Any antidepressant,Without other drugs,147
2016,32 Any tricyclic antidepressants,On the death certificate,204
2016,32 Any tricyclic antidepressants,With alcohol,44
2016,32 Any tricyclic antidepressants,Without alcohol,160
2016,32 Any tricyclic antidepressants,Without other drugs,69
2016,33 Amitriptyline,On the death certificate,168
2016,33 Amitriptyline,With alcohol,37
2016,33 Amitriptyline,Without alcohol,131
2016,33 Amitriptyline,Without other drugs,51
2016,34 Dothiepin,On the death certificate,15
2016,34 Dothiepin,With alcohol,2
2016,34 Dothiepin,Without alcohol,13
2016,34 Dothiepin,Without other drugs,5
2016,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,2
2016,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,2
2016,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,1
2016,36 Any SSRI,On the death certificate,144
2016,36 Any SSRI,With alcohol,45
2016,36 Any SSRI,Without alcohol,99
2016,36 Any SSRI,Without other drugs,39
2016,37 Citalopram,On the death certificate,63
2016,37 Citalopram,With alcohol,23
2016,37 Citalopram,Without alcohol,40
2016,37 Citalopram,Without other drugs,20
2016,38 Any other antidepressants,On the death certificate,144
2016,38 Any other antidepressants,With alcohol,36
2016,38 Any other antidepressants,Without alcohol,108
2016,38 Any other antidepressants,Without other drugs,38
2016,39 Mirtazapine,On the death certificate,72
2016,39 Mirtazapine,With alcohol,20
2016,39 Mirtazapine,Without alcohol,52
2016,39 Mirtazapine,Without other drugs,4
2016,40 Venlafaxine,On the death certificate,72
2016,40 Venlafaxine,With alcohol,14
2016,40 Venlafaxine,Without alcohol,58
2016,40 Venlafaxine,Without other drugs,33
2016,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,219
2016,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,42
2016,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,177
2016,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,117
2016,42 Paracetamol,On the death certificate,219
2016,42 Paracetamol,With alcohol,42
2016,42 Paracetamol,Without alcohol,177
2016,42 Paracetamol,Without other drugs,117
2016,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,1
2016,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,1
2016,44 Paracetamol and codeine compound formulation,On the death certificate,51
2016,44 Paracetamol and codeine compound formulation,With alcohol,12
2016,44 Paracetamol and codeine compound formulation,Without alcohol,39
2016,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,9
2016,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,9
2016,46 Paracetamol not from compound formulation,On the death certificate,157
2016,46 Paracetamol not from compound formulation,With alcohol,29
2016,46 Paracetamol not from compound formulation,Without alcohol,128
2016,46 Paracetamol not from compound formulation,Without other drugs,117
2015,01 All drug poisonings,On the death certificate,3674
2015,01 All drug poisonings,With alcohol,921
2015,01 All drug poisonings,Without alcohol,2753
2015,01 All drug poisonings,Without other drugs,2094
